timestamp,region,service_type,demand_units,capacity_allocated,cost_usd,availability_pct,customer_growth_rate,enterprise_it_spending_index
07-01-2023,Central India,Storage,1636.0,1878,109.93,99.88,0.0359,0.994
07-01-2023,Southeast Asia,Compute,1530.0,1583,188.43,98.54,0.0437,0.846
07-01-2023,Southeast Asia,Storage,554.0,707,46.61,98.41,0.0343,0.827
08-01-2023,East US,Compute,940.0,1146,108.99,98.1,0.0486,1.009
08-01-2023,East US,Storage,908.0,1091,81.97,97.92,0.0296,1.005
08-01-2023,West Europe,Compute,1031.0,1258,86.43,98.63,0.0237,1.056
08-01-2023,West Europe,Storage,1499.0,1613,161.42,98.04,0.0186,0.823
08-01-2023,Central India,Compute,857.0,1101,68.33,97.02,0.0356,1.185
08-01-2023,Central India,Storage,1105.0,1227,59.49,97.86,0.0481,0.879
08-01-2023,Southeast Asia,Compute,1589.0,1850,231.97,99.21,0.0177,1.166
08-01-2023,Southeast Asia,Storage,1939.0,2035,253.71,97.53,0.0107,0.806
09-01-2023,East US,Compute,695.0,764,93.68,99.95,0.0333,0.862
09-01-2023,East US,Storage,923.0,1126,110.05,98.21,0.0173,0.801
09-01-2023,West Europe,Compute,1229.0,1484,137.72,99.84,0.0125,0.929
09-01-2023,West Europe,Storage,1837.0,2027,99.53,98.1,0.0357,1.102
09-01-2023,Central India,Compute,1042.0,1332,148.35,99.95,0.0147,0.859
09-01-2023,Central India,Storage,1258.0,1476,162.97,97.77,0.0268,1.006
09-01-2023,Southeast Asia,Compute,1334.0,1404,93.17,98.96,0.0353,0.83
09-01-2023,Southeast Asia,Storage,1451.0,1631,91.93,97.84,0.0424,1.177
10-01-2023,East US,Compute,951.0,1060,51.95,97.71,0.0186,0.936
10-01-2023,East US,Storage,678.0,939,67.04,97.31,0.0314,0.94
10-01-2023,West Europe,Compute,1868.0,1920,216.35,97.76,0.0179,0.817
10-01-2023,West Europe,storage,1193.0,1461,124.52,97.14,0.042,0.84
10-01-2023,Central India,Compute,1213.0,1445,100.98,99.34,0.0235,0.857
10-01-2023,central india,Storage,1980.0,2187,136.95,99.33,0.0144,0.998
10-01-2023,Southeast Asia,Compute,1632.0,1839,148.15,,0.0455,1.144
10-01-2023,Southeast Asia,storage,979.0,1147,61.26,99.1,0.0215,1.059
11-01-2023,East US,compute,1245.0,1453,109.84,98.45,0.0273,0.802
11-01-2023,East US,Storage,,869,74.59,99.9,0.045,1.064
11-01-2023,West Europe,Compute,1072.0,1325,113.79,99.68,0.0301,0.935
11-01-2023,West Europe,Storage,1096.0,1362,97.46,98.31,0.0388,1.188
11-01-2023,central india,Compute,1142.0,1301,86.74,97.51,0.0121,0.871
11-01-2023,Central India,Storage,1660.0,1879,154.18,98.74,0.0339,1.157
11-01-2023,Southeast Asia,Compute,520.0,591,59.21,99.84,0.0442,0.959
11-01-2023,southeast asia,storage,1086.0,1216,62.61,99.78,0.0334,0.84
12-01-2023,East US,Compute,949.0,1240,49.33,99.84,0.0332,1.127
12-01-2023,East US,Storage,513.0,696,53.04,99.03,0.0463,0.88
12-01-2023,west europe,Compute,1476.0,1755,112.48,99.88,0.0414,1.179
12-01-2023,West Europe,Storage,,1302,131.08,99.04,0.0151,1.18
12-01-2023,Central India,Compute,1919.0,2097,243.53,98.85,0.0209,1.151
12-01-2023,Central India,Storage,1807.0,1921,101.56,98.92,0.0333,1.173
12-01-2023,Southeast Asia,Compute,1399.0,1611,129.71,97.42,0.0479,0.967
12-01-2023,Southeast Asia,Storage,896.0,1086,62.32,97.3,0.0149,0.829
13-01-2023,East US,Compute,1885.0,1974,225.06,98.63,0.0327,1.108
13-01-2023,East US,Storage,1745.0,1938,109.6,97.45,0.0419,1.066
13-01-2023,West Europe,Compute,1958.0,2018,113.19,99.63,0.0303,1.166
13-01-2023,West Europe,Storage,1096.0,1259,61.66,99.29,0.023,1.197
13-01-2023,central india,Compute,972.0,1181,123.52,97.58,0.0452,1.002
13-01-2023,Central India,Storage,1919.0,2093,221.13,97.61,0.0419,0.93
13-01-2023,Southeast Asia,Compute,797.0,962,117.1,98.69,0.0122,0.884
13-01-2023,Southeast Asia,Storage,1153.0,1342,86.33,98.5,0.0137,1.055
14-01-2023,East US,Compute,523.0,772,50.14,97.12,0.0384,1.163
14-01-2023,East US,Storage,1115.0,1260,152.06,99.46,0.0218,1.098
14-01-2023,West Europe,Compute,693.0,756,59.97,98.34,0.0185,1.109
14-01-2023,west europe,Storage,1903.0,2163,284.56,99.11,0.0365,0.931
14-01-2023,Central India,Compute,1429.0,1721,200.21,99.32,0.032,1.013
14-01-2023,Central India,Storage,977.0,1060,103.02,97.73,0.0374,0.819
14-01-2023,Southeast Asia,Compute,709.0,860,94.02,98.01,0.03,1.119
14-01-2023,Southeast Asia,Storage,1501.0,1781,114.07,99.92,0.0427,1.031
15-01-2023,East US,Compute,1675.0,1949,117.32,99.4,0.0223,1.109
15-01-2023,East US,Storage,1179.0,1368,87.56,98.5,0.0275,0.991
15-01-2023,West Europe,Compute,1362.0,1652,134.18,98.49,0.0441,0.877
15-01-2023,West Europe,Storage,792.0,895,107.4,97.63,0.0424,1.049
15-01-2023,Central India,Compute,1554.0,1763,154.68,99.56,0.0427,1.181
15-01-2023,Central India,Storage,1765.0,1815,134.06,98.01,0.0371,1.17
15-01-2023,Southeast Asia,Compute,797.0,882,111.35,98.47,0.0135,1.1
15-01-2023,Southeast Asia,storage,,1432,73.11,97.83,0.0241,1.116
16-01-2023,East US,Compute,1442.0,1646,215.71,99.94,0.0425,1.145
16-01-2023,East US,storage,1861.0,1953,151.19,99.91,0.0268,0.889
16-01-2023,West Europe,compute,1103.0,1262,163.99,98.69,0.0414,1.136
16-01-2023,West Europe,Storage,693.0,752,36.25,99.96,0.0248,0.947
16-01-2023,Central India,Compute,640.0,875,79.48,99.09,0.04,0.87
16-01-2023,Central India,Storage,,1944,176.69,99.66,0.042,1.093
16-01-2023,Southeast Asia,Compute,1570.0,1658,80.16,99.35,0.0279,1.098
16-01-2023,Southeast Asia,Storage,674.0,944,47.11,98.43,0.0133,0.973
17-01-2023,East US,Compute,1237.0,1323,109.83,97.15,0.0148,0.89
17-01-2023,east us,Storage,,1330,72.23,97.8,0.049,0.946
17-01-2023,West Europe,Compute,1221.0,1503,,99.22,0.0269,0.909
17-01-2023,West Europe,Storage,1114.0,1209,141.49,97.98,0.0305,0.935
17-01-2023,Central India,Compute,749.0,821,47.8,97.64,0.0174,1.16
17-01-2023,Central India,Storage,667.0,792,39.02,98.33,0.0101,1.103
17-01-2023,Southeast Asia,Compute,1431.0,1636,74.24,97.48,0.0244,0.956
17-01-2023,Southeast Asia,Storage,761.0,834,61.33,99.37,0.0342,0.94
18-01-2023,East US,Compute,650.0,912,93.27,99.56,0.0203,0.801
18-01-2023,East US,Storage,572.0,806,77.78,99.87,0.0311,0.804
18-01-2023,West Europe,Compute,824.0,1068,55.08,97.49,0.0438,1.163
18-01-2023,West Europe,Storage,1513.0,1772,217.77,97.88,0.0302,0.845
18-01-2023,Central India,Compute,1673.0,1892,195.22,99.54,0.0283,0.993
18-01-2023,Central India,Storage,541.0,818,43.63,97.05,0.0126,1.198
18-01-2023,Southeast Asia,compute,597.0,766,40.18,100.0,0.0431,1.162
18-01-2023,Southeast Asia,Storage,1257.0,1321,116.67,97.08,0.0232,1.126
19-01-2023,East US,Compute,1332.0,1444,192.36,99.23,0.0344,0.97
19-01-2023,East US,Storage,1167.0,1404,100.27,99.98,0.0373,0.948
19-01-2023,West Europe,Compute,1707.0,1928,166.94,97.91,0.0122,0.954
19-01-2023,West Europe,Storage,740.0,976,68.86,99.79,0.0323,0.802
19-01-2023,Central India,Compute,1647.0,1886,228.65,98.51,0.0304,1.091
19-01-2023,Central India,Storage,1051.0,1295,137.45,99.28,0.019,1.179
19-01-2023,Southeast Asia,Compute,1989.0,2206,159.31,99.95,0.0149,0.823
19-01-2023,Southeast Asia,Storage,1544.0,1625,127.71,99.73,0.0381,1.152
20-01-2023,East US,Compute,1616.0,1863,,98.22,0.0256,1.155
20-01-2023,East US,Storage,1832.0,2076,105.05,98.03,0.0496,0.937
20-01-2023,West Europe,Compute,1080.0,1157,153.49,98.32,0.0438,0.865
20-01-2023,West Europe,Storage,1781.0,2056,187.3,98.19,0.0136,1.112
20-01-2023,Central India,Compute,600.0,655,65.94,97.22,0.0423,0.897
20-01-2023,Central India,Storage,816.0,1113,85.44,97.25,0.0349,1.06
20-01-2023,Southeast Asia,Compute,1662.0,1827,177.05,97.38,0.0207,0.857
20-01-2023,Southeast Asia,Storage,1907.0,2102,236.26,99.54,0.0438,1.169
21-01-2023,East US,Compute,1686.0,1954,,97.05,0.0375,0.983
21-01-2023,East US,Storage,1103.0,1311,154.85,98.89,0.0137,0.964
21-01-2023,West Europe,Compute,1898.0,2066,120.06,99.9,0.0372,0.803
21-01-2023,West Europe,Storage,1384.0,1579,69.64,98.39,0.0414,0.948
21-01-2023,Central India,Compute,1699.0,1786,147.18,99.79,0.0246,0.817
21-01-2023,Central India,Storage,1608.0,1675,121.05,99.38,0.0294,1.13
21-01-2023,Southeast Asia,Compute,793.0,991,47.67,99.16,0.0459,1.124
21-01-2023,southeast asia,Storage,745.0,978,85.04,99.25,0.0136,1.111
22-01-2023,East US,Compute,1597.0,1687,220.16,98.7,0.0285,0.805
22-01-2023,East US,Storage,1880.0,1978,188.23,98.17,0.0374,1.086
22-01-2023,West Europe,compute,540.0,678,36.09,99.1,0.031,0.99
22-01-2023,West Europe,Storage,1546.0,1792,90.89,98.13,0.0426,0.918
22-01-2023,central india,Compute,851.0,1008,115.24,98.3,0.0442,0.886
22-01-2023,Central India,Storage,1269.0,1437,112.39,97.26,0.0272,1.112
22-01-2023,Southeast Asia,Compute,1932.0,2218,167.65,98.91,0.0233,0.895
22-01-2023,Southeast Asia,Storage,576.0,635,,99.07,0.0427,0.946
23-01-2023,East US,Compute,1430.0,1653,119.31,99.91,0.0469,1.109
23-01-2023,East US,Storage,705.0,957,,97.5,0.0128,0.907
23-01-2023,West Europe,Compute,937.0,992,80.85,98.7,0.0305,0.837
23-01-2023,West Europe,Storage,1533.0,1639,169.8,98.94,0.0151,1.02
23-01-2023,Central India,Compute,,1682,128.62,98.15,0.0472,0.961
23-01-2023,Central India,Storage,1885.0,2046,233.88,99.29,0.0378,1.143
23-01-2023,Southeast Asia,Compute,1178.0,1348,166.03,97.73,0.0445,1.121
23-01-2023,Southeast Asia,Storage,1565.0,1786,138.44,97.37,0.0279,1.007
24-01-2023,East US,Compute,1832.0,1963,143.92,99.72,0.0312,1.176
24-01-2023,East US,Storage,1928.0,2109,107.15,97.46,0.0481,0.925
24-01-2023,West Europe,Compute,591.0,697,52.08,97.77,0.0248,1.063
24-01-2023,West Europe,Storage,1696.0,1978,225.95,98.12,0.0456,1.044
24-01-2023,Central India,Compute,1472.0,1749,213.39,99.16,0.0291,1.147
24-01-2023,Central India,Storage,971.0,1049,60.97,99.23,0.0162,0.952
24-01-2023,Southeast Asia,Compute,1220.0,1446,88.48,99.58,0.0342,1.056
24-01-2023,Southeast Asia,Storage,1271.0,1472,172.22,99.57,0.0221,0.803
25-01-2023,East US,compute,1286.0,1376,67.87,98.48,0.0229,0.819
25-01-2023,East US,Storage,1961.0,2121,283.13,98.18,0.0321,0.936
25-01-2023,West Europe,Compute,1685.0,1840,210.31,98.15,0.0477,1.162
25-01-2023,West Europe,Storage,1657.0,1807,172.31,97.29,0.048,0.861
25-01-2023,Central India,Compute,1650.0,1776,207.64,98.98,0.0241,0.835
25-01-2023,central india,Storage,1923.0,2044,156.09,98.66,0.0247,1.176
25-01-2023,Southeast Asia,Compute,,858,43.8,99.38,0.0476,1.103
25-01-2023,Southeast Asia,Storage,1938.0,2047,256.44,99.69,0.0279,0.855
26-01-2023,East US,Compute,829.0,1086,69.49,97.06,0.0358,0.958
26-01-2023,East US,Storage,1190.0,1444,151.15,97.54,0.0461,1.089
26-01-2023,West Europe,Compute,755.0,875,56.26,98.96,0.0193,1.127
26-01-2023,West Europe,Storage,1619.0,1705,183.47,98.51,0.0356,1.133
26-01-2023,Central India,Compute,832.0,1082,63.51,98.95,0.0272,0.988
26-01-2023,Central India,Storage,1501.0,1608,125.85,99.64,0.0256,1.087
26-01-2023,Southeast Asia,Compute,1892.0,2105,110.63,97.33,0.0159,1.165
26-01-2023,Southeast Asia,Storage,1646.0,1701,200.67,98.8,0.0327,1.15
27-01-2023,East US,Compute,1204.0,1280,142.76,97.56,0.0313,0.851
27-01-2023,East US,Storage,1670.0,1862,86.65,98.73,0.0346,1.068
27-01-2023,West Europe,Compute,993.0,1197,70.09,99.64,0.0423,1.056
27-01-2023,West Europe,Storage,1456.0,1755,79.37,99.95,0.021,1.065
27-01-2023,Central India,Compute,540.0,681,73.93,99.47,0.0162,1.067
27-01-2023,Central India,Storage,1045.0,1279,86.54,97.01,0.0162,0.999
27-01-2023,Southeast Asia,Compute,1099.0,1150,148.81,97.62,0.0283,0.876
27-01-2023,Southeast Asia,Storage,537.0,614,60.19,97.09,0.0445,0.982
28-01-2023,East US,Compute,1618.0,1884,189.1,98.15,0.0238,1.187
28-01-2023,East US,Storage,963.0,1121,117.92,98.84,0.0306,1.118
28-01-2023,West Europe,Compute,1070.0,1127,134.95,99.37,0.0335,1.061
28-01-2023,West Europe,Storage,776.0,1042,69.43,97.52,0.0394,1.056
28-01-2023,Central India,Compute,757.0,936,89.45,99.92,0.0401,0.808
28-01-2023,Central India,Storage,1776.0,2023,99.91,99.96,0.0414,0.853
28-01-2023,Southeast Asia,Compute,1134.0,1313,83.13,99.92,0.0135,1.015
28-01-2023,Southeast Asia,Storage,568.0,787,77.81,99.52,0.0327,0.881
29-01-2023,East US,Compute,1299.0,1563,145.3,98.99,0.0182,1.125
29-01-2023,East US,Storage,1687.0,1925,205.55,98.17,0.0184,1.112
29-01-2023,West Europe,Compute,1212.0,1433,89.82,97.23,0.0479,1.169
29-01-2023,West Europe,Storage,1068.0,1237,141.18,97.4,0.011,1.089
29-01-2023,Central India,Compute,1730.0,1989,134.75,98.4,0.015,0.862
29-01-2023,Central India,Storage,1662.0,1802,211.1,98.72,0.0201,0.842
29-01-2023,Southeast Asia,Compute,1168.0,1457,149.66,97.02,0.0474,0.911
29-01-2023,Southeast Asia,Storage,647.0,765,57.97,97.13,0.0155,1.091
30-01-2023,east us,Compute,594.0,766,56.63,98.88,0.0211,0.981
30-01-2023,East US,Storage,1208.0,1474,155.97,98.61,0.0347,0.941
30-01-2023,West Europe,Compute,,1778,188.12,98.64,0.029,0.85
30-01-2023,West Europe,Storage,662.0,735,48.68,97.45,0.0206,1.186
30-01-2023,Central India,Compute,788.0,909,92.93,98.16,0.0392,0.99
30-01-2023,Central India,Storage,1917.0,2168,225.88,98.04,0.0466,0.951
30-01-2023,Southeast Asia,Compute,1084.0,1238,119.52,98.84,0.0486,1.12
30-01-2023,Southeast Asia,Storage,907.0,1142,49.22,97.21,0.0324,1.046
31-01-2023,East US,Compute,1996.0,2083,,97.42,0.0305,0.965
31-01-2023,East US,Storage,1701.0,1885,216.58,97.79,0.0262,0.836
31-01-2023,West Europe,Compute,1670.0,1951,187.68,97.73,0.0415,0.816
31-01-2023,West Europe,Storage,1164.0,1368,127.1,98.79,0.0432,1.019
31-01-2023,Central India,Compute,649.0,897,53.13,97.96,0.014,0.842
31-01-2023,Central India,Storage,1632.0,1773,84.77,99.86,0.0499,1.137
31-01-2023,Southeast Asia,Compute,839.0,1053,109.23,99.83,0.038,1.163
31-01-2023,Southeast Asia,Storage,1921.0,2176,171.14,99.88,0.0281,0.955
01-02-2023,East US,Compute,1806.0,1914,108.6,97.94,0.0481,0.862
01-02-2023,East US,Storage,1964.0,2040,107.1,98.31,0.0335,1.173
01-02-2023,West Europe,Compute,1770.0,1982,201.09,99.0,0.0461,0.921
01-02-2023,West Europe,Storage,734.0,851,100.63,97.93,0.0281,0.821
01-02-2023,Central India,Compute,1166.0,1257,102.0,99.62,0.0233,0.983
01-02-2023,Central India,Storage,1196.0,1255,158.28,97.87,0.0412,1.029
01-02-2023,southeast asia,Compute,1725.0,1936,108.83,98.66,0.0265,1.025
01-02-2023,Southeast Asia,Storage,1124.0,1312,137.47,98.22,0.0424,0.996
02-02-2023,East US,Compute,545.0,724,31.63,98.5,0.0366,1.023
02-02-2023,East US,Storage,1592.0,1734,124.49,99.59,0.0119,1.029
02-02-2023,West Europe,Compute,1409.0,1556,106.77,98.78,0.0388,1.093
02-02-2023,West Europe,Storage,1230.0,1447,112.45,,0.0373,1.002
02-02-2023,Central India,Compute,1921.0,2128,264.1,98.56,0.0418,1.06
02-02-2023,Central India,Storage,1715.0,1785,130.5,98.69,0.0259,0.846
02-02-2023,Southeast Asia,Compute,1294.0,1370,140.3,99.02,0.0306,0.874
02-02-2023,Southeast Asia,Storage,747.0,836,64.23,99.85,0.0403,0.971
03-02-2023,East US,Compute,657.0,769,72.48,97.15,0.0219,0.813
03-02-2023,East US,Storage,952.0,1166,138.94,99.95,0.0429,1.109
03-02-2023,West Europe,Compute,1148.0,1219,158.34,97.76,0.038,0.887
03-02-2023,West Europe,Storage,973.0,1144,61.39,97.05,0.016,0.83
03-02-2023,Central India,Compute,1923.0,2171,110.64,97.25,0.0303,1.1
03-02-2023,Central India,Storage,1102.0,1382,110.67,99.19,0.0186,1.189
03-02-2023,Southeast Asia,Compute,1110.0,1334,66.16,98.75,0.0281,0.933
03-02-2023,Southeast Asia,Storage,1328.0,1484,79.99,97.86,0.0292,0.939
04-02-2023,East US,Compute,520.0,603,74.4,98.64,0.0341,0.88
04-02-2023,East US,Storage,1052.0,1342,,99.0,0.0345,1.18
04-02-2023,West Europe,Compute,1176.0,1331,164.36,99.51,0.0316,0.962
04-02-2023,West Europe,storage,801.0,970,50.18,98.18,0.0403,1.167
04-02-2023,central india,Compute,822.0,1102,116.46,98.68,0.0175,1.052
04-02-2023,Central India,Storage,1228.0,1405,168.52,97.47,0.0442,0.839
04-02-2023,Southeast Asia,Compute,678.0,968,99.6,98.2,0.0312,0.849
04-02-2023,Southeast Asia,Storage,564.0,863,46.91,97.28,0.0454,1.015
05-02-2023,East US,Compute,1482.0,1592,199.29,98.03,0.012,0.998
05-02-2023,East US,Storage,1835.0,1889,231.66,97.57,0.0396,0.849
05-02-2023,West Europe,compute,1446.0,1684,97.39,98.99,0.0237,1.058
05-02-2023,West Europe,Storage,676.0,932,71.65,97.36,0.0444,1.158
05-02-2023,Central India,Compute,789.0,983,44.99,98.77,0.0349,0.951
05-02-2023,Central India,Storage,1869.0,1974,164.7,97.58,0.0178,1.178
05-02-2023,Southeast Asia,Compute,578.0,768,70.21,97.44,0.0233,1.175
05-02-2023,Southeast Asia,Storage,689.0,941,98.41,97.73,0.0281,1.116
06-02-2023,East US,Compute,1368.0,1469,74.2,99.22,0.0185,0.956
06-02-2023,East US,Storage,1699.0,1837,224.92,98.92,0.0118,1.029
06-02-2023,West Europe,Compute,1457.0,1538,213.5,97.36,0.0375,0.802
06-02-2023,West Europe,Storage,1250.0,1364,149.45,98.45,0.0467,1.011
06-02-2023,Central India,compute,1358.0,1540,149.79,98.23,0.0369,0.982
06-02-2023,Central India,Storage,1099.0,1367,137.1,99.99,0.0432,1.007
06-02-2023,Southeast Asia,compute,1168.0,1264,170.5,99.23,0.0172,1.146
06-02-2023,Southeast Asia,Storage,983.0,1182,71.84,97.34,0.0481,1.007
07-02-2023,East US,Compute,1226.0,1408,108.73,99.79,0.0452,1.175
07-02-2023,East US,Storage,1619.0,1691,189.85,99.51,0.0106,1.129
07-02-2023,West Europe,compute,,2228,,99.81,0.0123,0.938
07-02-2023,west europe,Storage,1715.0,1911,180.9,97.9,0.0324,0.954
07-02-2023,Central India,Compute,1098.0,1210,158.61,99.75,0.0334,0.818
07-02-2023,Central India,Storage,984.0,1166,80.85,98.59,0.041,1.052
07-02-2023,Southeast Asia,Compute,1398.0,1570,77.91,98.24,0.0175,1.109
07-02-2023,Southeast Asia,Storage,1957.0,2205,202.17,98.58,0.0112,0.996
08-02-2023,East US,Compute,1508.0,1769,126.13,99.6,0.017,1.17
08-02-2023,East US,Storage,1499.0,1565,120.54,99.17,0.039,1.004
08-02-2023,West Europe,Compute,1831.0,1965,144.93,99.24,0.0183,0.975
08-02-2023,West Europe,Storage,1961.0,2143,278.91,98.03,0.0135,1.129
08-02-2023,Central India,Compute,1400.0,1568,207.33,97.91,0.0399,0.865
08-02-2023,Central India,Storage,1745.0,1848,96.0,98.59,0.0165,0.874
08-02-2023,Southeast Asia,Compute,1180.0,1233,,99.39,0.0197,0.87
08-02-2023,Southeast Asia,Storage,521.0,625,68.31,98.29,0.0126,0.817
09-02-2023,East US,Compute,1681.0,1914,99.76,,0.0279,1.17
09-02-2023,East US,Storage,1938.0,2183,247.35,98.41,0.0336,0.852
09-02-2023,West Europe,Compute,,1731,85.89,97.13,0.0327,1.139
09-02-2023,West Europe,Storage,1705.0,1958,211.09,97.51,0.0492,1.121
09-02-2023,Central India,Compute,1633.0,1690,207.97,97.85,0.0268,1.008
09-02-2023,Central India,Storage,1052.0,1124,126.18,97.74,0.0352,1.126
09-02-2023,Southeast Asia,Compute,1721.0,1896,144.97,99.89,0.0368,0.947
09-02-2023,Southeast Asia,Storage,748.0,1015,87.48,97.48,0.0107,1.029
10-02-2023,East US,Compute,1874.0,2143,101.72,97.73,0.0189,1.182
10-02-2023,East US,storage,,2018,192.18,99.15,0.0109,0.871
10-02-2023,West Europe,Compute,802.0,872,83.03,99.53,0.0427,0.812
10-02-2023,West Europe,Storage,750.0,992,75.57,97.26,0.0353,0.892
10-02-2023,Central India,Compute,1350.0,1548,137.49,99.19,0.016,1.166
10-02-2023,Central India,Storage,1927.0,2212,104.22,97.54,0.047,1.051
10-02-2023,southeast asia,Compute,857.0,1027,54.02,98.48,0.037,1.168
10-02-2023,Southeast Asia,Storage,1151.0,1413,130.86,99.38,0.0317,1.108
11-02-2023,East US,Compute,1870.0,2020,102.91,99.63,0.049,1.127
11-02-2023,East US,Storage,1727.0,1993,119.91,99.38,0.031,1.054
11-02-2023,West Europe,Compute,,767,59.38,97.64,0.0221,1.089
11-02-2023,West Europe,Storage,,1806,161.83,98.95,0.0467,0.927
11-02-2023,Central India,Compute,1347.0,1418,117.44,97.47,0.0215,0.983
11-02-2023,Central India,Storage,1444.0,1543,79.15,99.98,0.0484,0.819
11-02-2023,Southeast Asia,Compute,757.0,899,45.61,97.06,0.037,1.069
11-02-2023,Southeast Asia,Storage,1202.0,1304,113.38,97.83,0.0426,0.875
12-02-2023,East US,Compute,824.0,881,63.4,97.75,0.0229,1.108
12-02-2023,East US,Storage,1983.0,2215,221.54,97.21,0.0433,0.818
12-02-2023,West Europe,Compute,,1743,98.88,97.49,0.0377,0.809
12-02-2023,West Europe,Storage,964.0,1233,106.67,98.73,0.0113,0.833
12-02-2023,Central India,Compute,1020.0,1141,99.28,98.77,0.0119,1.133
12-02-2023,Central India,Storage,770.0,856,82.24,97.96,0.0108,1.044
12-02-2023,Southeast Asia,Compute,596.0,686,81.63,99.11,0.0275,0.896
12-02-2023,Southeast Asia,Storage,558.0,615,72.72,99.11,0.0278,0.857
13-02-2023,East US,Compute,897.0,1136,90.85,98.17,0.0391,1.136
13-02-2023,East US,Storage,1929.0,2000,207.49,99.68,0.0285,1.028
13-02-2023,West Europe,Compute,928.0,1181,84.4,97.35,0.0238,1.148
